year,Qa,ID,country
1972,98.75710383,JP_0000372,JP
1973,85.65942466,JP_0000372,JP
1974,129.2189041,JP_0000372,JP
1975,87.27931507,JP_0000372,JP
1976,112.1442077,JP_0000372,JP
1977,109.1923288,JP_0000372,JP
1978,108.2703562,JP_0000372,JP
1979,95.62764384,JP_0000372,JP
1980,128.1155191,JP_0000372,JP
1981,141.2781096,JP_0000372,JP
1982,93.57139726,JP_0000372,JP
1983,110.4818082,JP_0000372,JP
1984,93.85275956,JP_0000372,JP
1985,102.2070411,JP_0000372,JP
1986,99.46358904,JP_0000372,JP
1987,90.00446575,JP_0000372,JP
1988,113.2371038,JP_0000372,JP
1989,84.47186301,JP_0000372,JP
1990,81.668,JP_0000372,JP
1991,125.5605753,JP_0000372,JP
1992,90.09467213,JP_0000372,JP
1993,116.8749589,JP_0000372,JP
1994,87.85994521,JP_0000372,JP
1995,119.0833425,JP_0000372,JP
1996,109.4472678,JP_0000372,JP
1997,100.3328493,JP_0000372,JP
1998,115.6874247,JP_0000372,JP
1999,110.6574247,JP_0000372,JP
2000,129.9095628,JP_0000372,JP
2001,116.5762466,JP_0000372,JP
2002,120.4692603,JP_0000372,JP
2003,110.9294521,JP_0000372,JP
2004,121.4674044,JP_0000372,JP
2005,111.493863,JP_0000372,JP
2006,140.5755616,JP_0000372,JP
2007,107.7330411,JP_0000372,JP
2008,102.9239344,JP_0000372,JP
2009,100.788137,JP_0000372,JP
2010,116.1069863,JP_0000372,JP
2011,119.5798904,JP_0000372,JP
2012,101.300411,JP_0000372,JP
1959,186.0083836,JP_0000446,JP
1960,85.78196721,JP_0000446,JP
1961,115.1145205,JP_0000446,JP
1962,88.96164384,JP_0000446,JP
1963,84.94657534,JP_0000446,JP
1964,,JP_0000446,JP
1965,90.5369863,JP_0000446,JP
1966,100.6572603,JP_0000446,JP
1967,80.17947945,JP_0000446,JP
1968,106.9906284,JP_0000446,JP
1969,72.41750685,JP_0000446,JP
1970,80.37238356,JP_0000446,JP
1971,89.88684932,JP_0000446,JP
1972,83.59150273,JP_0000446,JP
1973,62.38808219,JP_0000446,JP
1974,105.5835068,JP_0000446,JP
1975,88.71646575,JP_0000446,JP
1976,99.49893443,JP_0000446,JP
1977,94.6270411,JP_0000446,JP
1978,53.12791781,JP_0000446,JP
1979,79.12731507,JP_0000446,JP
1980,87.43117486,JP_0000446,JP
1981,100.3185479,JP_0000446,JP
1982,115.9600548,JP_0000446,JP
1983,107.2826027,JP_0000446,JP
1984,59.09240437,JP_0000446,JP
1985,92.09087671,JP_0000446,JP
1986,84.24868493,JP_0000446,JP
1987,65.90490411,JP_0000446,JP
1988,115.9932787,JP_0000446,JP
1989,118.0861918,JP_0000446,JP
1990,88.29986301,JP_0000446,JP
1991,129.3407671,JP_0000446,JP
1992,81.14409836,JP_0000446,JP
1993,102.6254521,JP_0000446,JP
1994,73.08350685,JP_0000446,JP
1995,85.11019178,JP_0000446,JP
1996,51.87434426,JP_0000446,JP
1997,70.84323288,JP_0000446,JP
1998,132.919589,JP_0000446,JP
1999,111.2371233,JP_0000446,JP
2000,105.6288251,JP_0000446,JP
2001,110.3616164,JP_0000446,JP
2002,101.1379452,JP_0000446,JP
2003,99.41709589,JP_0000446,JP
2004,102.2387158,JP_0000446,JP
2005,89.55865753,JP_0000446,JP
2006,109.1488981,JP_0000446,JP
2007,93.67717808,JP_0000446,JP
2008,116.3420492,JP_0000446,JP
2009,74.8250137,JP_0000446,JP
2010,111.6193973,JP_0000446,JP
2011,117.2677031,JP_0000446,JP
2012,84.28877049,JP_0000446,JP
1954,65.56881543,JP_0000759,JP
1955,40.98545205,JP_0000759,JP
1956,63.21284153,JP_0000759,JP
1957,59.74939726,JP_0000759,JP
1958,49.94043836,JP_0000759,JP
1959,65.23424658,JP_0000759,JP
1960,45.17786885,JP_0000759,JP
1961,49.69369863,JP_0000759,JP
1962,36.39506849,JP_0000759,JP
1963,55.26794521,JP_0000759,JP
1964,44.70874317,JP_0000759,JP
1965,69.5290411,JP_0000759,JP
1966,51.55972603,JP_0000759,JP
1967,43.21931507,JP_0000759,JP
1968,38.68378453,JP_0000759,JP
1969,41.86041436,JP_0000759,JP
1970,46.69973988,JP_0000759,JP
1971,41.33554945,JP_0000759,JP
1972,63.89980874,JP_0000759,JP
1973,23.31958904,JP_0000759,JP
1974,56.41482094,JP_0000759,JP
1975,66.08361644,JP_0000759,JP
1976,64.12125683,JP_0000759,JP
1977,41.14876712,JP_0000759,JP
1978,37.00517808,JP_0000759,JP
1979,46.61532967,JP_0000759,JP
1980,52.35436813,JP_0000759,JP
1981,47.55369863,JP_0000759,JP
1982,49.03621918,JP_0000759,JP
1983,49.59315068,JP_0000759,JP
1984,48.80030055,JP_0000759,JP
1985,62.6450137,JP_0000759,JP
1986,45.87813699,JP_0000759,JP
1987,36.28505495,JP_0000759,JP
1988,57.25816438,JP_0000759,JP
1989,66.64641667,JP_0000759,JP
1990,61.81342466,JP_0000759,JP
1991,60.12353425,JP_0000759,JP
1992,50.65219178,JP_0000759,JP
1993,63.36758904,JP_0000759,JP
1994,33.94186301,JP_0000759,JP
1995,48.04145205,JP_0000759,JP
1996,53.75961749,JP_0000759,JP
1997,54.87931507,JP_0000759,JP
1998,63.66945205,JP_0000759,JP
1999,50.75380822,JP_0000759,JP
2000,46.64724044,JP_0000759,JP
2001,55.6250411,JP_0000759,JP
2002,39.46909589,JP_0000759,JP
2003,59.53238356,JP_0000759,JP
2004,63.70765027,JP_0000759,JP
2005,37.17057692,JP_0000759,JP
2006,64.2218956,JP_0000759,JP
2007,42.01969863,JP_0000759,JP
2008,43.96238356,JP_0000759,JP
2009,58.05545205,JP_0000759,JP
2010,50.87013699,JP_0000759,JP
2011,76.26794521,JP_0000759,JP
2012,55.32948087,JP_0000759,JP
1956,,JP_0000996,JP
1957,112.3562466,JP_0000996,JP
1958,77.83282192,JP_0000996,JP
1959,98.9250411,JP_0000996,JP
1960,54.95008197,JP_0000996,JP
1961,64.76915068,JP_0000996,JP
1962,110.6600274,JP_0000996,JP
1963,94.16975342,JP_0000996,JP
1964,73.46226776,JP_0000996,JP
1965,88.98312329,JP_0000996,JP
1966,90.69052055,JP_0000996,JP
1967,62.62109589,JP_0000996,JP
1968,60.56893443,JP_0000996,JP
1969,93.98942466,JP_0000996,JP
1970,93.09975342,JP_0000996,JP
1971,99.24142466,JP_0000996,JP
1972,122.5993716,JP_0000996,JP
1973,79.77723288,JP_0000996,JP
1974,59.65147945,JP_0000996,JP
1975,91.92087671,JP_0000996,JP
1976,124.2284973,JP_0000996,JP
1977,83.95887671,JP_0000996,JP
1978,60.16945205,JP_0000996,JP
1979,93.18753425,JP_0000996,JP
1980,122.8792077,JP_0000996,JP
1981,73.76216438,JP_0000996,JP
1982,80.10158904,JP_0000996,JP
1983,100.7284384,JP_0000996,JP
1984,73.08808743,JP_0000996,JP
1985,90.2689589,JP_0000996,JP
1986,71.42008219,JP_0000996,JP
1987,105.8499178,JP_0000996,JP
1988,76.75789617,JP_0000996,JP
1989,91.20476712,JP_0000996,JP
1990,85.38205479,JP_0000996,JP
1991,103.8661644,JP_0000996,JP
1992,80.21016393,JP_0000996,JP
1993,176.7062192,JP_0000996,JP
1994,55.72326027,JP_0000996,JP
1995,71.39221918,JP_0000996,JP
1996,72.00254098,JP_0000996,JP
1997,88.28164384,JP_0000996,JP
1998,97.65189041,JP_0000996,JP
1999,104.332137,JP_0000996,JP
2000,79.98040984,JP_0000996,JP
2001,66.17550685,JP_0000996,JP
2002,70.94093151,JP_0000996,JP
2003,88.44712329,JP_0000996,JP
2004,79.83882192,JP_0000996,JP
2005,82.77430137,JP_0000996,JP
2006,125.8768681,JP_0000996,JP
1968,45.83759563,JP_0001013,JP
1969,59.79673973,JP_0001013,JP
1970,62.6269589,JP_0001013,JP
1971,80.76364384,JP_0001013,JP
1972,90.21803279,JP_0001013,JP
1973,51.14803419,JP_0001013,JP
1974,39.59405479,JP_0001013,JP
1975,58.33463014,JP_0001013,JP
1976,71.58428962,JP_0001013,JP
1977,57.2090137,JP_0001013,JP
1978,45.72753425,JP_0001013,JP
1979,66.22293151,JP_0001013,JP
1980,73.53234973,JP_0001013,JP
1981,46.9140274,JP_0001013,JP
1982,55.43383562,JP_0001013,JP
1983,72.08989041,JP_0001013,JP
1984,50.87300546,JP_0001013,JP
1985,57.23257534,JP_0001013,JP
1986,40.09054795,JP_0001013,JP
1987,61.69032877,JP_0001013,JP
1988,46.5820765,JP_0001013,JP
1989,59.07852055,JP_0001013,JP
1990,57.31601648,JP_0001013,JP
1991,58.35312329,JP_0001013,JP
1992,49.50893443,JP_0001013,JP
1993,115.5789863,JP_0001013,JP
1994,51.03076712,JP_0001013,JP
1995,50.38805479,JP_0001013,JP
1996,52.59644809,JP_0001013,JP
1997,54.06041096,JP_0001013,JP
1998,50.66479452,JP_0001013,JP
1999,87.8490411,JP_0001013,JP
2000,68.75112022,JP_0001013,JP
2001,52.80356164,JP_0001013,JP
2002,46.32002755,JP_0001013,JP
2003,59.76232877,JP_0001013,JP
2004,63.23315934,JP_0001013,JP
2005,60.09972603,JP_0001013,JP
2006,63.07821918,JP_0001013,JP
2007,56.19666667,JP_0001013,JP
2008,48.10685083,JP_0001013,JP
2009,35.18120548,JP_0001013,JP
2010,75.86180822,JP_0001013,JP
2011,62.87146479,JP_0001013,JP
2012,80.58087432,JP_0001013,JP
1954,188.8380822,JP_0001014,JP
1955,127.9205479,JP_0001014,JP
1956,128.9245902,JP_0001014,JP
1957,131.0419178,JP_0001014,JP
1958,68.43159341,JP_0001014,JP
1959,95.6260274,JP_0001014,JP
1960,64.86584699,JP_0001014,JP
1961,98.24,JP_0001014,JP
1962,,JP_0001014,JP
1963,105.9463014,JP_0001014,JP
1964,153.6508197,JP_0001014,JP
1965,96.92547945,JP_0001014,JP
1966,152.4926575,JP_0001014,JP
1967,84.44860274,JP_0001014,JP
1968,86.01,JP_0001014,JP
1969,100.736274,JP_0001014,JP
1970,114.9183288,JP_0001014,JP
1971,132.8601918,JP_0001014,JP
1972,143.9554372,JP_0001014,JP
1973,84.89449315,JP_0001014,JP
1974,67.44547945,JP_0001014,JP
1975,97.80624658,JP_0001014,JP
1976,117.0731694,JP_0001014,JP
1977,90.14049315,JP_0001014,JP
1978,72.35183562,JP_0001014,JP
1979,104.8216712,JP_0001014,JP
1980,121.5739071,JP_0001014,JP
1981,76.71575342,JP_0001014,JP
1982,103.9890411,JP_0001014,JP
1983,131.2583288,JP_0001014,JP
1984,92.54393443,JP_0001014,JP
1985,107.9674795,JP_0001014,JP
1986,76.6709863,JP_0001014,JP
1987,114.9648767,JP_0001014,JP
1988,87.0645082,JP_0001014,JP
1989,114.4065753,JP_0001014,JP
1990,115.6680548,JP_0001014,JP
1991,118.3629041,JP_0001014,JP
1992,98.87644809,JP_0001014,JP
1993,219.5723288,JP_0001014,JP
1994,70.97126027,JP_0001014,JP
1995,76.73564384,JP_0001014,JP
1996,89.86166667,JP_0001014,JP
1997,96.30126027,JP_0001014,JP
1998,102.1533973,JP_0001014,JP
1999,159.153607,JP_0001014,JP
2000,105.8561708,JP_0001014,JP
2001,91.0419726,JP_0001014,JP
2002,,JP_0001014,JP
2003,110.5880769,JP_0001014,JP
2004,103.4237026,JP_0001014,JP
2005,,JP_0001014,JP
2006,,JP_0001014,JP
2007,77.03335165,JP_0001014,JP
2008,81.32660112,JP_0001014,JP
2009,51.80619178,JP_0001014,JP
2010,114.4664187,JP_0001014,JP
2011,105.0028767,JP_0001014,JP
2012,144.1489891,JP_0001014,JP
1965,113.8476712,JP_0001015,JP
1966,200.2333425,JP_0001015,JP
1967,98.6559726,JP_0001015,JP
1968,112.5824317,JP_0001015,JP
1969,137.1470411,JP_0001015,JP
1970,166.180274,JP_0001015,JP
1971,192.613863,JP_0001015,JP
1972,192.4613115,JP_0001015,JP
1973,101.6875342,JP_0001015,JP
1974,97.41893151,JP_0001015,JP
1975,142.27,JP_0001015,JP
1976,146.3588525,JP_0001015,JP
1977,123.2406849,JP_0001015,JP
1978,104.7011781,JP_0001015,JP
1979,160.7167123,JP_0001015,JP
1980,167.3896995,JP_0001015,JP
1981,92.57947945,JP_0001015,JP
1982,147.2680274,JP_0001015,JP
1983,180.5510411,JP_0001015,JP
1984,126.0836885,JP_0001015,JP
1985,152.1932329,JP_0001015,JP
1986,110.4063014,JP_0001015,JP
1987,154.2541644,JP_0001015,JP
1988,114.645847,JP_0001015,JP
1989,158.9884658,JP_0001015,JP
1990,153.1355616,JP_0001015,JP
1991,155.9367397,JP_0001015,JP
1992,122.8185246,JP_0001015,JP
1993,312.1746301,JP_0001015,JP
1994,90.74542466,JP_0001015,JP
1995,102.6445479,JP_0001015,JP
1996,129.7579235,JP_0001015,JP
1997,135.7120548,JP_0001015,JP
1998,140.3919178,JP_0001015,JP
1999,223.6627397,JP_0001015,JP
2000,146.6298087,JP_0001015,JP
2001,121.0269972,JP_0001015,JP
2002,124.7690685,JP_0001015,JP
2003,175.238274,JP_0001015,JP
2004,165.3446721,JP_0001015,JP
2005,137.3638904,JP_0001015,JP
2006,154.9539489,JP_0001015,JP
2007,121.404454,JP_0001015,JP
2008,140.0504871,JP_0001015,JP
2009,90.87273973,JP_0001015,JP
2010,187.1670411,JP_0001015,JP
2011,181.8546575,JP_0001015,JP
2012,221.6473901,JP_0001015,JP
1950,57.76383562,JP_0001023,JP
1951,42.70520548,JP_0001023,JP
1952,,JP_0001023,JP
1953,59.66575342,JP_0001023,JP
1954,124.7240997,JP_0001023,JP
1955,63.80931507,JP_0001023,JP
1956,63.77868852,JP_0001023,JP
1957,84.10520548,JP_0001023,JP
1958,43.95479452,JP_0001023,JP
1959,57.5030137,JP_0001023,JP
1960,44.67978142,JP_0001023,JP
1961,59.01098901,JP_0001023,JP
1962,57.58436578,JP_0001023,JP
1963,70.39342466,JP_0001023,JP
1964,55.06092896,JP_0001023,JP
1965,51.81890411,JP_0001023,JP
1966,66.00493151,JP_0001023,JP
1967,36.93550685,JP_0001023,JP
1968,48.19759563,JP_0001023,JP
1969,44.72389041,JP_0001023,JP
1970,63.85380822,JP_0001023,JP
1971,74.28118132,JP_0001023,JP
1972,68.70956164,JP_0001023,JP
1973,45.93923288,JP_0001023,JP
1974,48.44473973,JP_0001023,JP
1975,59.97136986,JP_0001023,JP
1976,64.47139344,JP_0001023,JP
1977,60.30372603,JP_0001023,JP
1978,31.84041096,JP_0001023,JP
1979,62.54717808,JP_0001023,JP
1980,99.43942623,JP_0001023,JP
1981,50.26290411,JP_0001023,JP
1982,92.77569863,JP_0001023,JP
1983,53.45145349,JP_0001023,JP
1984,41.77144809,JP_0001023,JP
1985,57.58441096,JP_0001023,JP
1986,52.30213699,JP_0001023,JP
1987,81.3830411,JP_0001023,JP
1988,62.04898907,JP_0001023,JP
1989,66.41934247,JP_0001023,JP
1990,64.86161644,JP_0001023,JP
1991,82.97076712,JP_0001023,JP
1992,44.53743169,JP_0001023,JP
1993,129.6387123,JP_0001023,JP
1994,33.07936986,JP_0001023,JP
1995,37.70273973,JP_0001023,JP
1996,38.69081967,JP_0001023,JP
1997,55.42175342,JP_0001023,JP
1998,58.26662088,JP_0001023,JP
1999,94.29961644,JP_0001023,JP
2000,46.90025641,JP_0001023,JP
2001,50.72709497,JP_0001023,JP
2002,51.64873973,JP_0001023,JP
2003,74.1750411,JP_0001023,JP
2004,80.26641096,JP_0001023,JP
2005,51.85224658,JP_0001023,JP
2006,82.11605479,JP_0001023,JP
2007,61.59405479,JP_0001023,JP
2008,56.86724044,JP_0001023,JP
2009,38.53021918,JP_0001023,JP
2010,38.02147945,JP_0001023,JP
2011,76.18542466,JP_0001023,JP
2012,77.55472678,JP_0001023,JP
1938,304.0410959,KG_0000005,KG
1939,319.5068493,KG_0000005,KG
1940,322.3497268,KG_0000005,KG
1941,389.0109589,KG_0000005,KG
1942,451.3013699,KG_0000005,KG
1943,358.1671233,KG_0000005,KG
1944,315.8770492,KG_0000005,KG
1945,389.3283582,KG_0000005,KG
1946,376.5917808,KG_0000005,KG
1947,289.9315068,KG_0000005,KG
1948,371.6530055,KG_0000005,KG
1949,418.1068493,KG_0000005,KG
1950,355.3369863,KG_0000005,KG
1951,366.0219178,KG_0000005,KG
1952,541.1202186,KG_0000005,KG
1953,474.4109589,KG_0000005,KG
1954,535.1945205,KG_0000005,KG
1955,405.5205479,KG_0000005,KG
1956,429.0437158,KG_0000005,KG
1957,270.6046575,KG_0000005,KG
1958,418.0632877,KG_0000005,KG
1959,505.6219178,KG_0000005,KG
1960,511.7786885,KG_0000005,KG
1961,300.949589,KG_0000005,KG
1962,273.5027397,KG_0000005,KG
1963,361.7936986,KG_0000005,KG
1964,409.9669399,KG_0000005,KG
1965,252.670137,KG_0000005,KG
1966,479.4835616,KG_0000005,KG
1967,322.1912329,KG_0000005,KG
1968,359.1770492,KG_0000005,KG
1969,630.5838356,KG_0000005,KG
1970,430.7452055,KG_0000005,KG
1971,365.2846575,KG_0000005,KG
1972,314.0901639,KG_0000005,KG
1973,405.9585205,KG_0000005,KG
1974,205.9594521,KG_0000005,KG
1975,,KG_0000005,KG
1976,252.8600548,KG_0000005,KG
1977,245.1838398,KG_0000005,KG
1978,208.6852893,KG_0000005,KG
1979,207.6975342,KG_0000005,KG
1980,272.2153005,KG_0000005,KG
1981,360,KG_0000005,KG
1982,399.2065753,KG_0000005,KG
1983,324.4126027,KG_0000005,KG
1960,13248.06011,KH_0000002,KH
1961,17418.13425,KH_0000002,KH
1962,15107.07397,KH_0000002,KH
1963,14243.51507,KH_0000002,KH
1964,13610.29235,KH_0000002,KH
1965,13496.36438,KH_0000002,KH
1966,15261.59178,KH_0000002,KH
1967,12666.79178,KH_0000002,KH
1968,11437.31694,KH_0000002,KH
1969,13955.38904,KH_0000002,KH
1970,14970.32877,KH_0000002,KH
1971,14779.45753,KH_0000002,KH
1972,14300.22951,KH_0000002,KH
1973,13337.22192,KH_0000002,KH
1974,14120.19452,KH_0000002,KH
1975,15420.45753,KH_0000002,KH
1976,13242.60656,KH_0000002,KH
1977,10576.35068,KH_0000002,KH
1978,17571.25753,KH_0000002,KH
1979,15145.30959,KH_0000002,KH
1980,15599.13934,KH_0000002,KH
1981,16610.87945,KH_0000002,KH
1982,12847.80822,KH_0000002,KH
1983,11436.04932,KH_0000002,KH
1984,14676.72951,KH_0000002,KH
1985,14102.39452,KH_0000002,KH
1986,13071.43562,KH_0000002,KH
1987,,KH_0000002,KH
1988,10950.7541,KH_0000002,KH
1989,15227.15342,KH_0000002,KH
1990,15529.04658,KH_0000002,KH
1991,15626.0137,KH_0000002,KH
1992,11722.74044,KH_0000002,KH
1993,11705.12877,KH_0000002,KH
1994,16269.46575,KH_0000002,KH
1995,14266.1863,KH_0000002,KH
1996,15910.84426,KH_0000002,KH
1997,15391.09315,KH_0000002,KH
1998,9337.69589,KH_0000002,KH
1999,15623.89041,KH_0000002,KH
2000,19681.7459,KH_0000002,KH
2001,18560.03014,KH_0000002,KH
2002,18289.86027,KH_0000002,KH
1960,12679.2623,KH_0000004,KH
1961,16924.16438,KH_0000004,KH
1962,14254.21918,KH_0000004,KH
1963,13672.12329,KH_0000004,KH
1964,13582.73224,KH_0000004,KH
1965,12635.42466,KH_0000004,KH
1966,14656.21918,KH_0000004,KH
1967,11546,KH_0000004,KH
1968,10625,KH_0000004,KH
1969,12540.32877,KH_0000004,KH
1970,14640.8411,KH_0000004,KH
1971,14585.69589,KH_0000004,KH
1972,12885.4235,KH_0000004,KH
1973,12713.60274,KH_0000004,KH
1974,12155.63562,KH_0000004,KH
1975,13908.16712,KH_0000004,KH
1976,11896.09016,KH_0000004,KH
1977,9376.876712,KH_0000004,KH
1978,16382.04658,KH_0000004,KH
1979,11914.66301,KH_0000004,KH
1980,12617.95902,KH_0000004,KH
1981,15106.86849,KH_0000004,KH
1982,12000.17534,KH_0000004,KH
1983,10598.05479,KH_0000004,KH
1984,13783.78689,KH_0000004,KH
1985,12976.33699,KH_0000004,KH
1986,12091.11233,KH_0000004,KH
1987,9956.868493,KH_0000004,KH
1988,8898.628415,KH_0000004,KH
1989,11121.1863,KH_0000004,KH
1990,14763.26301,KH_0000004,KH
1991,13843.20822,KH_0000004,KH
1992,10119.64481,KH_0000004,KH
1993,10626.48767,KH_0000004,KH
1994,14727.9589,KH_0000004,KH
1995,13007.80822,KH_0000004,KH
1996,15010.73224,KH_0000004,KH
1997,13929.42192,KH_0000004,KH
1998,8634.139726,KH_0000004,KH
1999,14026.81644,KH_0000004,KH
2000,17865.78415,KH_0000004,KH
2001,17011.66301,KH_0000004,KH
2002,16798.19452,KH_0000004,KH
2003,12267.14521,KH_0000004,KH
2004,13594.16667,KH_0000004,KH
1967,104.4816667,KR_0000005,KR
1968,85.14333333,KR_0000005,KR
1969,136.4233333,KR_0000005,KR
1970,111.2858333,KR_0000005,KR
1971,97.39166667,KR_0000005,KR
1972,130.035,KR_0000005,KR
1973,97.17833333,KR_0000005,KR
1974,65.17,KR_0000005,KR
1975,109.3016667,KR_0000005,KR
1976,63.4,KR_0000005,KR
1977,40.15416667,KR_0000005,KR
1978,123.5175,KR_0000005,KR
1979,95.5625,KR_0000005,KR
1980,63.25416667,KR_0000005,KR
1981,123.2316667,KR_0000005,KR
1982,72.37833333,KR_0000005,KR
1983,87.96583333,KR_0000005,KR
1984,102.8416667,KR_0000005,KR
1985,83.37,KR_0000005,KR
1986,97.45416667,KR_0000005,KR
1987,167.1041667,KR_0000005,KR
1988,53.97416667,KR_0000005,KR
1989,78.33166667,KR_0000005,KR
1990,186.5725,KR_0000005,KR
1991,55.09166667,KR_0000005,KR
1992,70.86583333,KR_0000005,KR
1993,79.59916667,KR_0000005,KR
1994,53.76333333,KR_0000005,KR
1995,127.6591667,KR_0000005,KR
1996,79.795,KR_0000005,KR
1997,54.05833333,KR_0000005,KR
1998,98.65166667,KR_0000005,KR
1999,106.6758333,KR_0000005,KR
2000,66.82,KR_0000005,KR
2001,39.62583333,KR_0000005,KR
2002,61.13666667,KR_0000005,KR
2003,64.92666667,KR_0000005,KR
2004,57.525,KR_0000005,KR
2005,38.6525,KR_0000005,KR
2006,49.23916667,KR_0000005,KR
2007,67.24833333,KR_0000005,KR
2008,61.7675,KR_0000005,KR
2009,51.82416667,KR_0000005,KR
2010,64.19166667,KR_0000005,KR
2011,85.69083333,KR_0000005,KR
2012,64.8875,KR_0000005,KR
1938,256.6305556,KZ_0000002,KZ
1939,282.2526027,KZ_0000002,KZ
1940,327.4584699,KZ_0000002,KZ
1941,409.6989041,KZ_0000002,KZ
1942,426.4210959,KZ_0000002,KZ
1943,310.8438356,KZ_0000002,KZ
1944,266.6521858,KZ_0000002,KZ
1945,218.8989041,KZ_0000002,KZ
1946,459.1668493,KZ_0000002,KZ
1947,373.5742466,KZ_0000002,KZ
1948,239.6275956,KZ_0000002,KZ
1949,275.1860274,KZ_0000002,KZ
1950,284.3873973,KZ_0000002,KZ
1951,194.3819178,KZ_0000002,KZ
1952,388.095082,KZ_0000002,KZ
1953,235.2421918,KZ_0000002,KZ
1954,323.079726,KZ_0000002,KZ
1955,299.1315068,KZ_0000002,KZ
1956,347.795082,KZ_0000002,KZ
1957,331.0152493,KZ_0000002,KZ
1958,468.7545205,KZ_0000002,KZ
1959,365.1594521,KZ_0000002,KZ
1960,354.5737705,KZ_0000002,KZ
1961,382.8772603,KZ_0000002,KZ
1962,268.0928767,KZ_0000002,KZ
1963,217.9684932,KZ_0000002,KZ
1964,262.9781421,KZ_0000002,KZ
1965,211.8416438,KZ_0000002,KZ
1966,446.889589,KZ_0000002,KZ
1967,199.2241096,KZ_0000002,KZ
1968,230.4733146,KZ_0000002,KZ
1969,480.0975342,KZ_0000002,KZ
1970,375.1063014,KZ_0000002,KZ
1971,386.5978082,KZ_0000002,KZ
1972,306.2868852,KZ_0000002,KZ
1973,352.4438356,KZ_0000002,KZ
1974,147.7722063,KZ_0000002,KZ
1975,245.0194521,KZ_0000002,KZ
1976,213.7726776,KZ_0000002,KZ
1977,278.4928767,KZ_0000002,KZ
1978,166.3630137,KZ_0000002,KZ
1979,274.7150685,KZ_0000002,KZ
1980,224.770765,KZ_0000002,KZ
1981,230.039726,KZ_0000002,KZ
1982,134.1561644,KZ_0000002,KZ
1983,228.4734247,KZ_0000002,KZ
1984,373.9434426,KZ_0000002,KZ
1985,315.9753425,KZ_0000002,KZ
1986,211.5642254,KZ_0000002,KZ
1987,328.8254795,KZ_0000002,KZ
1960,,LA_0000001,LA
1961,96.87753425,LA_0000001,LA
1962,88.69671233,LA_0000001,LA
1963,165.9090411,LA_0000001,LA
1964,121.4896175,LA_0000001,LA
1965,109.1279452,LA_0000001,LA
1966,120.1769863,LA_0000001,LA
1967,93.92027397,LA_0000001,LA
1968,60.09562842,LA_0000001,LA
1969,87.48082192,LA_0000001,LA
1970,119.0816438,LA_0000001,LA
1971,104.4347945,LA_0000001,LA
1972,112.8295082,LA_0000001,LA
1973,134.8742466,LA_0000001,LA
1974,99.88027397,LA_0000001,LA
1975,114.3068493,LA_0000001,LA
1976,82.40300546,LA_0000001,LA
1977,58.54520548,LA_0000001,LA
1978,106.9087671,LA_0000001,LA
1979,75.13616438,LA_0000001,LA
1980,84.86803279,LA_0000001,LA
1981,118.2936986,LA_0000001,LA
1982,123.6473973,LA_0000001,LA
1983,69.24739726,LA_0000001,LA
1984,,LA_0000001,LA
1985,96.3490411,LA_0000001,LA
1986,92.60219178,LA_0000001,LA
1987,49.56712329,LA_0000001,LA
1988,47.59781421,LA_0000001,LA
1989,81.77369863,LA_0000001,LA
1990,89.70273973,LA_0000001,LA
1991,74.65589041,LA_0000001,LA
1992,38.19836066,LA_0000001,LA
1993,,LA_0000001,LA
1994,159.7884384,LA_0000001,LA
1995,94.58131507,LA_0000001,LA
1996,96.92959016,LA_0000001,LA
1997,90.0140274,LA_0000001,LA
1998,50.23756164,LA_0000001,LA
1999,80.84145205,LA_0000001,LA
2000,97.30306011,LA_0000001,LA
2001,124.3830087,LA_0000001,LA
2002,150.7082192,LA_0000001,LA
2003,71.60219178,LA_0000001,LA
2004,100.2822404,LA_0000001,LA
2005,125.1832877,LA_0000001,LA
1960,3619.31694,LA_0000002,LA
1961,4014.684932,LA_0000002,LA
1962,3664.767123,LA_0000002,LA
1963,3975.660274,LA_0000002,LA
1964,4277.704918,LA_0000002,LA
1965,4172.60274,LA_0000002,LA
1966,5488.246575,LA_0000002,LA
1967,3423.753425,LA_0000002,LA
1968,3619.527322,LA_0000002,LA
1969,3529.545205,LA_0000002,LA
1970,4455.30137,LA_0000002,LA
1971,5136.186301,LA_0000002,LA
1972,3621.379781,LA_0000002,LA
1973,4856.041096,LA_0000002,LA
1974,3850.315068,LA_0000002,LA
1975,3412.150685,LA_0000002,LA
1976,3743.445355,LA_0000002,LA
1977,3753.150685,LA_0000002,LA
1978,4621.054795,LA_0000002,LA
1979,3633.583562,LA_0000002,LA
1980,4379.959016,LA_0000002,LA
1981,4712.849315,LA_0000002,LA
1982,4169.534247,LA_0000002,LA
1983,3869.671233,LA_0000002,LA
1984,3937.185792,LA_0000002,LA
1985,4245.493151,LA_0000002,LA
1986,3435.317808,LA_0000002,LA
1987,3039.819178,LA_0000002,LA
1988,3305.653005,LA_0000002,LA
1989,3228.172603,LA_0000002,LA
1990,3835.249315,LA_0000002,LA
1991,4379.282192,LA_0000002,LA
1992,2421.803279,LA_0000002,LA
1993,3229.857534,LA_0000002,LA
1994,3832.445945,LA_0000002,LA
1995,4300.884849,LA_0000002,LA
1996,4205.939754,LA_0000002,LA
1997,3754.545151,LA_0000002,LA
1998,3663.145315,LA_0000002,LA
1999,3987.144164,LA_0000002,LA
2000,4343.361293,LA_0000002,LA
