ID,year,Q,Ql,Qu
IN_0000073,1621,274.588154377284,154.281226306433,394.895082448134
IN_0000073,1622,331.410733210324,211.103805139474,451.717661281175
IN_0000073,1623,325.871028907484,205.564100836633,446.177956978334
IN_0000073,1624,267.645377050181,147.338448979331,387.952305121032
IN_0000073,1625,393.965327583398,273.658399512548,514.272255654249
IN_0000073,1626,341.489265445419,221.182337374568,461.79619351627
IN_0000073,1627,310.91036273336,190.603434662509,431.217290804211
IN_0000073,1628,246.115415518324,125.808487447473,366.422343589175
IN_0000073,1629,286.681770841074,166.374842770223,406.988698911924
IN_0000073,1630,227.829051258406,107.522123187555,348.135979329257
IN_0000073,1631,220.616005714833,100.309077643983,340.922933785684
IN_0000073,1632,211.512739755192,91.2058116843416,331.819667826043
IN_0000073,1633,291.119589052356,170.812660981505,411.426517123207
IN_0000073,1634,233.910156433655,113.603228362804,354.217084504506
IN_0000073,1635,347.531541456139,227.224613385289,467.83846952699
IN_0000073,1636,305.595721556335,185.288793485484,425.902649627186
IN_0000073,1637,174.161084264468,53.8541561936169,294.468012335318
IN_0000073,1638,266.109900966958,145.802972896107,386.416829037808
IN_0000073,1639,259.398080398462,139.091152327612,379.705008469313
IN_0000073,1640,312.32349859799,192.016570527139,432.630426668841
IN_0000073,1641,282.211832791606,161.904904720755,402.518760862456
IN_0000073,1642,287.233178784965,166.926250714114,407.540106855816
IN_0000073,1643,301.63147589145,181.3245478206,421.938403962301
IN_0000073,1644,323.946005884773,203.639077813922,444.252933955623
IN_0000073,1645,279.918775639215,159.611847568364,400.225703710065
IN_0000073,1646,244.014738664394,123.707810593544,364.321666735245
IN_0000073,1647,267.706156429804,147.399228358954,388.013084500655
IN_0000073,1648,283.921805562017,163.614877491167,404.228733632868
IN_0000073,1649,290.494178415826,170.187250344976,410.801106486677
IN_0000073,1650,201.144217947639,80.837289876788,321.451146018489
IN_0000073,1651,359.327458471496,239.020530400645,479.634386542346
IN_0000073,1652,291.050687789196,170.743759718345,411.357615860047
IN_0000073,1653,288.489032698755,168.182104627905,408.795960769606
IN_0000073,1654,253.981192609998,133.674264539148,374.288120680849
IN_0000073,1655,280.278983828615,159.972055757764,400.585911899465
IN_0000073,1656,343.707530746649,223.400602675798,464.014458817499
IN_0000073,1657,248.228101251743,127.921173180893,368.535029322594
IN_0000073,1658,274.767970747297,154.461042676446,395.074898818148
IN_0000073,1659,191.251149554009,70.9442214831585,311.55807762486
IN_0000073,1660,219.332565264227,99.0256371933763,339.639493335077
IN_0000073,1661,372.705659014053,252.398730943203,493.012587084904
IN_0000073,1662,289.50827832854,169.201350257689,409.81520639939
IN_0000073,1663,285.797286367277,165.490358296426,406.104214438127
IN_0000073,1664,241.586897183247,121.279969112396,361.893825254097
IN_0000073,1665,289.252509132579,168.945581061728,409.559437203429
IN_0000073,1666,266.464938186308,146.158010115458,386.771866257159
IN_0000073,1667,185.764120007423,65.4571919365722,306.071048078273
IN_0000073,1668,295.732806832983,175.425878762132,416.039734903833
IN_0000073,1669,287.215435469306,166.908507398456,407.522363540157
IN_0000073,1670,207.538369234195,87.2314411633443,327.845297305045
IN_0000073,1671,292.740341698929,172.433413628079,413.04726976978
IN_0000073,1672,189.467881427434,69.1609533565834,309.774809498285
IN_0000073,1673,192.55158351685,72.2446554459998,312.858511587701
IN_0000073,1674,217.734104732644,97.4271766617933,338.041032803494
IN_0000073,1675,365.331273832846,245.024345761996,485.638201903697
IN_0000073,1676,227.066114708822,106.759186637971,347.373042779672
IN_0000073,1677,387.692657897983,267.385729827133,507.999585968834
IN_0000073,1678,280.230463597637,159.923535526787,400.537391668488
IN_0000073,1679,289.320700450763,169.013772379912,409.627628521613
IN_0000073,1680,260.456960898373,140.150032827522,380.763888969223
IN_0000073,1681,276.585076693386,156.278148622535,396.892004764236
IN_0000073,1682,191.142366398708,70.8354383278578,311.449294469559
IN_0000073,1683,354.536206384453,234.229278313603,474.843134455304
IN_0000073,1684,192.442894348749,72.1359662778988,312.7498224196
IN_0000073,1685,189.044168415667,68.7372403448163,309.351096486517
IN_0000073,1686,237.072259440934,116.765331370083,357.379187511784
IN_0000073,1687,189.376355615936,69.0694275450855,309.683283686787
IN_0000073,1688,128.056144732015,7.74921666116455,248.363072802866
IN_0000073,1689,225.840049433898,105.533121363047,346.146977504748
IN_0000073,1690,205.404429880462,85.0975018096111,325.711357951312
IN_0000073,1691,284.483232470075,164.176304399225,404.790160540926
IN_0000073,1692,193.180880424946,72.8739523540957,313.487808495797
IN_0000073,1693,308.368195630864,188.061267560014,428.675123701715
IN_0000073,1694,116.219489302802,-4.08743876804834,236.526417373653
IN_0000073,1695,284.185809161441,163.878881090591,404.492737232292
IN_0000073,1696,136.87223370892,16.565305638069,257.17916177977
IN_0000073,1697,253.612863206671,133.30593513582,373.919791277521
IN_0000073,1698,324.784497669146,204.477569598296,445.091425739997
IN_0000073,1699,294.763538020892,174.456609950042,415.070466091743
IN_0000073,1700,373.236335361524,252.929407290674,493.543263432375
IN_0000073,1701,248.17085418674,127.86392611589,368.477782257591
IN_0000073,1702,245.269073692429,124.962145621579,365.57600176328
IN_0000073,1703,235.69943265074,115.39250457989,356.006360721591
IN_0000073,1704,274.171922002847,153.864993931997,394.478850073698
IN_0000073,1705,225.425976898166,105.119048827315,345.732904969016
IN_0000073,1706,326.965135373082,206.658207302231,447.272063443932
IN_0000073,1707,278.717365028232,158.410436957382,399.024293099083
IN_0000073,1708,224.607007492987,104.300079422136,344.913935563837
IN_0000073,1709,256.965292902854,136.658364832004,377.272220973705
IN_0000073,1710,284.768601911715,164.461673840864,405.075529982566
IN_0000073,1711,187.822659175704,67.5157311048531,308.129587246554
IN_0000073,1712,279.641470305913,159.334542235063,399.948398376764
IN_0000073,1713,228.079405483868,107.772477413017,348.386333554718
IN_0000073,1714,361.076830920407,240.769902849556,481.383758991257
IN_0000073,1715,238.215432709725,117.908504638875,358.522360780576
IN_0000073,1716,383.79995692836,263.49302885751,504.106884999211
IN_0000073,1717,197.305750050832,76.9988219799815,317.612678121683
IN_0000073,1718,250.337201838575,130.030273767725,370.644129909426
IN_0000073,1719,233.699500625849,113.392572554998,354.006428696699
IN_0000073,1720,252.006214169096,131.699286098245,372.313142239946
IN_0000073,1721,127.125950463606,6.81902239275541,247.432878534457
IN_0000073,1722,228.808109020532,108.501180949682,349.115037091383
IN_0000073,1723,175.97151927176,55.6645912009092,296.27844734261
IN_0000073,1724,365.289787244391,244.982859173541,485.596715315242
IN_0000073,1725,289.362128969501,169.05520089865,409.669057040351
IN_0000073,1726,365.034973831593,244.728045760742,485.341901902443
IN_0000073,1727,302.249718448014,181.942790377163,422.556646518864
IN_0000073,1728,279.240361518165,158.933433447315,399.547289589016
IN_0000073,1729,349.459360684166,229.152432613315,469.766288755016
IN_0000073,1730,307.745593481863,187.438665411012,428.052521552713
IN_0000073,1731,281.920063550912,161.613135480061,402.226991621762
IN_0000073,1732,295.91280672375,175.6058786529,416.219734794601
IN_0000073,1733,169.959818559272,49.652890488421,290.266746630122
IN_0000073,1734,174.653298421316,54.3463703504655,294.960226492167
IN_0000073,1735,274.614470852565,154.307542781714,394.921398923416
IN_0000073,1736,217.030054101221,96.72312603037,337.336982172071
IN_0000073,1737,257.591354504487,137.284426433637,377.898282575338
IN_0000073,1738,261.84269233852,141.535764267669,382.149620409371
IN_0000073,1739,202.962958173755,82.6560301029044,323.269886244605
IN_0000073,1740,262.607479307908,142.300551237057,382.914407378759
IN_0000073,1741,375.070311866497,254.763383795647,495.377239937348
IN_0000073,1742,289.302672173429,168.995744102578,409.609600244279
IN_0000073,1743,282.040808898538,161.733880827687,402.347736969389
IN_0000073,1744,252.606153017295,132.299224946444,372.913081088146
IN_0000073,1745,372.156760301026,251.849832230175,492.463688371876
IN_0000073,1746,219.020070240467,98.7131421696161,339.326998311317
IN_0000073,1747,254.307799609939,134.000871539088,374.614727680789
IN_0000073,1748,271.160544357375,150.853616286524,391.467472428225
IN_0000073,1749,328.663389653787,208.356461582936,448.970317724637
IN_0000073,1750,132.892174458233,12.5852463873823,253.199102529083
IN_0000073,1751,312.103099088636,191.796171017785,432.410027159486
IN_0000073,1752,326.57443718327,206.267509112419,446.881365254121
IN_0000073,1753,323.673998460674,203.367070389823,443.980926531524
IN_0000073,1754,270.992145846387,150.685217775536,391.299073917237
IN_0000073,1755,155.950372491079,35.6434444202286,276.25730056193
IN_0000073,1756,228.901255982004,108.594327911153,349.208184052854
IN_0000073,1757,306.027988620849,185.721060549999,426.3349166917
IN_0000073,1758,184.853488437626,64.5465603667752,305.160416508476
IN_0000073,1759,347.819545871914,227.512617801063,468.126473942764
IN_0000073,1760,201.137672727231,80.8307446563805,321.444600798082
IN_0000073,1761,338.735427469386,218.428499398536,459.042355540237
IN_0000073,1762,257.505534903212,137.198606832362,377.812462974063
IN_0000073,1763,296.428189580477,176.121261509627,416.735117651328
IN_0000073,1764,259.270714512687,138.963786441836,379.577642583537
IN_0000073,1765,203.927595634979,83.6206675641286,324.23452370583
IN_0000073,1766,276.513734679425,156.206806608574,396.820662750275
IN_0000073,1767,191.114441636851,70.8075135660008,311.421369707702
IN_0000073,1768,255.098295017562,134.791366946711,375.405223088412
IN_0000073,1769,300.559610253051,180.2526821822,420.866538323901
IN_0000073,1770,187.425071987013,67.1181439161627,307.732000057864
IN_0000073,1771,187.362407810967,67.0554797401165,307.669335881818
IN_0000073,1772,243.4247629388,123.11783486795,363.731691009651
IN_0000073,1773,282.553335205797,162.246407134946,402.860263276647
IN_0000073,1774,254.866517915104,134.559589844253,375.173445985954
IN_0000073,1775,308.278717147758,187.971789076907,428.585645218608
IN_0000073,1776,266.09916761698,145.79223954613,386.406095687831
IN_0000073,1777,194.534328597893,74.2274005270423,314.841256668743
IN_0000073,1778,207.521291499359,87.214363428508,327.828219570209
IN_0000073,1779,283.863390651267,163.556462580416,404.170318722118
IN_0000073,1780,232.03857138113,111.731643310279,352.345499451981
IN_0000073,1781,322.508741314137,202.201813243286,442.815669384987
IN_0000073,1782,191.1228245519,70.8158964810492,311.42975262275
IN_0000073,1783,324.235995286411,203.929067215561,444.542923357262
IN_0000073,1784,344.295045931032,223.988117860181,464.601974001882
IN_0000073,1785,331.430586772176,211.123658701325,451.737514843026
IN_0000073,1786,275.368815881202,155.061887810351,395.675743952053
IN_0000073,1787,296.065040066724,175.758111995873,416.371968137574
IN_0000073,1788,215.336016169659,95.0290880988086,335.64294424051
IN_0000073,1789,397.956040450387,277.649112379537,518.262968521238
IN_0000073,1790,140.944404320751,20.6374762499006,261.251332391602
IN_0000073,1791,422.156761273893,301.849833203042,542.463689344744
IN_0000073,1792,223.096242592755,102.789314521904,343.403170663605
IN_0000073,1793,303.027478175577,182.720550104726,423.334406246428
IN_0000073,1794,244.983482548227,124.676554477377,365.290410619078
IN_0000073,1795,391.537345515093,271.230417444243,511.844273585944
IN_0000073,1796,236.162750102309,115.855822031459,356.46967817316
IN_0000073,1797,312.725972207781,192.41904413693,433.032900278631
IN_0000073,1798,196.48496176368,76.1780336928292,316.79188983453
IN_0000073,1799,220.129972241539,99.8230441706884,340.43690031239
IN_0000073,1800,212.223518721348,91.9165906504974,332.530446792199
IN_0000073,1801,380.663967621793,260.357039550943,500.970895692644
IN_0000073,1802,153.385365937037,33.0784378661866,273.692294007888
IN_0000073,1803,213.249754701876,92.9428266310251,333.556682772726
IN_0000073,1804,133.561394111189,13.2544660403382,253.868322182039
IN_0000073,1805,248.260438706475,127.953510635625,368.567366777326
IN_0000073,1806,168.540592661042,48.2336645901911,288.847520731892
IN_0000073,1807,317.564643488623,197.257715417773,437.871571559474
IN_0000073,1808,269.456755474528,149.149827403677,389.763683545378
IN_0000073,1809,338.943930704869,218.637002634018,459.25085877572
IN_0000073,1810,244.883277069006,124.576348998156,365.190205139857
IN_0000073,1811,327.279634937546,206.972706866696,447.586563008397
IN_0000073,1812,267.265419201961,146.958491131111,387.572347272812
IN_0000073,1813,234.177254144195,113.870326073345,354.484182215046
IN_0000073,1814,313.085063311874,192.778135241023,433.391991382724
IN_0000073,1815,292.376836073042,172.069908002192,412.683764143893
IN_0000073,1816,286.218676672495,165.911748601644,406.525604743346
IN_0000073,1817,351.106226563061,230.79929849221,471.413154633911
IN_0000073,1818,299.708269247713,179.401341176862,420.015197318564
IN_0000073,1819,391.646921151628,271.339993080777,511.953849222478
IN_0000073,1820,306.841363650278,186.534435579427,427.148291721128
IN_0000073,1821,279.896636460415,159.589708389564,400.203564531265
IN_0000073,1822,273.077310211097,152.770382140247,393.384238281948
IN_0000073,1823,238.68305900356,118.376130932709,358.989987074411
IN_0000073,1824,254.204611748269,133.897683677418,374.511539819119
IN_0000073,1825,296.909602361324,176.602674290473,417.216530432174
IN_0000073,1826,242.123004645937,121.816076575087,362.429932716788
IN_0000073,1827,237.232738794504,116.925810723653,357.539666865354
IN_0000073,1828,314.52768937208,194.22076130123,434.834617442931
IN_0000073,1829,254.615860518824,134.308932447973,374.922788589675
IN_0000073,1830,323.92683117691,203.61990310606,444.233759247761
IN_0000073,1831,190.981069461337,70.6741413904861,311.287997532187
IN_0000073,1832,329.408020719919,209.101092649068,449.714948790769
IN_0000073,1833,205.726122384747,85.4191943138966,326.033050455598
IN_0000073,1834,350.448154163473,230.141226092623,470.755082234324
IN_0000073,1835,185.170428192337,64.8635001214869,305.477356263188
IN_0000073,1836,310.198714252082,189.891786181232,430.505642322933
IN_0000073,1837,195.939914007032,75.6329859361813,316.246842077882
IN_0000073,1838,342.531148006744,222.224219935894,462.838076077595
IN_0000073,1839,247.630830269949,127.323902199098,367.9377583408
IN_0000073,1840,308.825887050204,188.518958979354,429.132815121055
IN_0000073,1841,245.466946479956,125.160018409105,365.773874550806
IN_0000073,1842,279.775272472582,159.468344401731,400.082200543432
IN_0000073,1843,308.038867127312,187.731939056461,428.345795198162
IN_0000073,1844,207.087645412886,86.780717342035,327.394573483736
IN_0000073,1845,259.066982226497,138.760054155647,379.373910297348
IN_0000073,1846,267.880412446122,147.573484375272,388.187340516973
IN_0000073,1847,272.605174754967,152.298246684117,392.912102825818
IN_0000073,1848,258.178456817139,137.871528746289,378.48538488799
IN_0000073,1849,345.252205147736,224.945277076885,465.559133218586
IN_0000073,1850,175.945625963103,55.6386978922527,296.252554033954
IN_0000073,1851,278.20342491302,157.896496842169,398.51035298387
IN_0000073,1852,288.103067788132,167.796139717281,408.409995858982
IN_0000073,1853,256.565037861531,136.25810979068,376.871965932381
IN_0000073,1854,318.870696100108,198.563768029258,439.177624170959
IN_0000073,1855,204.743404005196,84.436475934345,325.050332076046
IN_0000073,1856,269.745141533268,149.438213462418,390.052069604119
IN_0000073,1857,244.401971296904,124.095043226053,364.708899367754
IN_0000073,1858,295.678528641311,175.37160057046,415.985456712162
IN_0000073,1859,234.827262213187,114.520334142336,355.134190284037
IN_0000073,1860,346.336081108759,226.029153037909,466.64300917961
IN_0000073,1861,287.253428626371,166.946500555521,407.560356697222
IN_0000073,1862,354.205574418023,233.898646347172,474.512502488873
IN_0000073,1863,321.128260229296,200.821332158446,441.435188300147
IN_0000073,1864,345.941639091049,225.634711020199,466.2485671619
IN_0000073,1865,200.691336962355,80.3844088915041,320.998265033205
IN_0000073,1866,291.369679957593,171.062751886743,411.676608028444
IN_0000073,1867,224.501229815584,104.194301744733,344.808157886434
IN_0000073,1868,268.967819439907,148.660891369056,389.274747510757
IN_0000073,1869,260.862719835702,140.555791764851,381.169647906552
IN_0000073,1870,357.287226560104,236.980298489254,477.594154630955
IN_0000073,1871,262.814423804636,142.507495733785,383.121351875486
IN_0000073,1872,331.37526812839,211.068340057539,451.68219619924
IN_0000073,1873,199.459622271997,79.152694201146,319.766550342847
IN_0000073,1874,268.992915807678,148.685987736828,389.299843878529
IN_0000073,1875,217.017795540581,96.7108674697302,337.324723611431
IN_0000073,1876,349.625841485239,229.318913414389,469.93276955609
IN_0000073,1877,163.738998788416,43.4320707175655,284.045926859267
IN_0000073,1878,321.977546802406,201.670618731556,442.284474873257
IN_0000073,1879,283.394681683117,163.087753612266,403.701609753967
IN_0000073,1880,327.668887452376,207.361959381525,447.975815523226
IN_0000073,1881,266.82398233329,146.51705426244,387.130910404141
IN_0000073,1882,284.619400159841,164.31247208899,404.926328230691
IN_0000073,1883,263.204780581545,142.897852510694,383.511708652395
IN_0000073,1884,308.572135940412,188.265207869562,428.879064011263
IN_0000073,1885,269.912741768148,149.605813697297,390.219669838998
IN_0000073,1886,350.826716610509,230.519788539659,471.13364468136
IN_0000073,1887,254.289814251805,133.982886180955,374.596742322656
IN_0000073,1888,229.79016614116,109.48323807031,350.097094212011
IN_0000073,1889,293.044231127939,172.737303057089,413.35115919879
IN_0000073,1890,275.539354923399,155.232426852548,395.846282994249
IN_0000073,1891,251.889264818425,131.582336747575,372.196192889276
IN_0000073,1892,349.054897483105,228.747969412255,469.361825553956
IN_0000073,1893,273.820018716731,153.51309064588,394.126946787581
IN_0000073,1894,323.245800770441,202.93887269959,443.552728841291
IN_0000073,1895,173.308695797148,53.0017677262979,293.615623867999
IN_0000073,1896,258.338180934765,138.031252863915,378.645109005616
IN_0000073,1897,206.723316970936,86.4163889000851,327.030245041786
IN_0000073,1898,310.481994974196,190.175066903345,430.788923045046
IN_0000073,1899,157.262434127727,36.9555060568765,277.569362198578
IN_0000073,1900,196.411451859485,76.1045237886342,316.718379930335
IN_0000073,1901,238.170670747556,117.863742676705,358.477598818406
IN_0000073,1902,295.08768055172,174.780752480869,415.39460862257
IN_0000073,1903,239.787888845851,119.480960775001,360.094816916702
IN_0000073,1904,250.266360358475,129.959432287624,370.573288429325
IN_0000073,1905,314.55891011779,194.25198204694,434.865838188641
IN_0000073,1906,243.989086525529,123.682158454679,364.29601459638
IN_0000073,1907,199.372634543972,79.0657064731213,319.679562614822
IN_0000073,1908,348.451637301665,228.144709230815,468.758565372516
IN_0000073,1909,237.230085817832,116.923157746981,357.537013888682
IN_0000073,1910,289.358484684971,169.05155661412,409.665412755821
IN_0000073,1911,200.895209780105,80.5882817092548,321.202137850956
IN_0000073,1912,333.720053271788,213.413125200937,454.026981342638
IN_0000073,1913,265.221108508491,144.914180437641,385.528036579342
IN_0000073,1914,282.237930733827,161.931002662976,402.544858804677
IN_0000073,1915,334.758608392754,214.451680321904,455.065536463605
IN_0000073,1916,353.051520462642,232.744592391791,473.358448533492
IN_0000073,1917,325.231813373693,204.924885302842,445.538741444543
IN_0000073,1918,373.829405370397,253.522477299546,494.136333441247
IN_0000073,1919,203.517230563851,83.2103024930008,323.824158634702
IN_0000073,1920,219.297882240825,98.9909541699743,339.604810311675
IN_0000073,1921,186.643419265584,66.3364911947335,306.950347336435
IN_0000073,1922,185.126841549353,64.8199134785021,305.433769620203
IN_0000073,1923,234.528169411624,114.221241340773,354.835097482474
IN_0000073,1924,218.085498733808,97.7785706629577,338.392426804659
IN_0000073,1925,289.724128180463,169.417200109612,410.031056251313
IN_0000073,1926,298.838020244654,178.531092173803,419.144948315504
IN_0000073,1927,278.277083453953,157.970155383102,398.584011524804
IN_0000073,1928,266.050294801011,145.743366730161,386.357222871862
IN_0000073,1929,222.852912425447,102.545984354596,343.159840496297
IN_0000073,1930,220.639234930465,100.332306859615,340.946163001316
IN_0000073,1931,171.957759278304,51.6508312074532,292.264687349154
IN_0000073,1932,325.203778988852,204.896850918002,445.510707059703
IN_0000073,1933,311.821434360996,191.514506290145,432.128362431846
IN_0000073,1934,183.055194587424,62.7482665165734,303.362122658275
IN_0000073,1935,257.755181608243,137.448253537393,378.062109679094
IN_0000073,1936,320.775993603671,200.46906553282,441.082921674521
IN_0000073,1937,300.92383869142,180.616910620569,421.23076676227
IN_0000073,1938,269.896845436649,149.589917365799,390.2037735075
IN_0000073,1939,299.25622390359,178.949295832739,419.56315197444
IN_0000073,1940,255.462743960986,135.155815890135,375.769672031836
IN_0000073,1941,282.615221365925,162.308293295074,402.922149436775
IN_0000073,1942,183.028109470955,62.7211814001044,303.335037541806
IN_0000073,1943,224.2814104957,103.974482424849,344.58833856655
IN_0000073,1944,210.055600938329,89.748672867478,330.362529009179
IN_0000073,1945,282.555160983861,162.24823291301,402.862089054711
IN_0000073,1946,275.727587671425,155.420659600574,396.034515742275
IN_0000073,1947,213.477970851645,93.1710427807942,333.784898922495
IN_0000073,1948,239.069329443672,118.762401372822,359.376257514522
IN_0000073,1949,230.62166984349,110.314741772641,350.928597914339
IN_0000073,1950,294.896978913965,174.590050843119,415.203906984811
IN_0000073,1951,104.776397712666,-15.5305303581685,225.083325783501
IN_0000073,1952,295.308326975224,175.001398904425,415.615255046024
IN_0000073,1953,133.695513116674,13.3885850459898,254.002441187359
IN_0000073,1954,233.787174280555,113.480246210244,354.094102350866
IN_0000073,1955,321.030430971645,200.723502902552,441.337359040738
IN_0000073,1956,346.115475964426,225.808547899299,466.422404029554
IN_0000073,1957,151.822237370608,31.5153093183886,272.129165422827
IN_0000073,1958,282.161753629496,161.854825619302,402.468681639691
IN_0000073,1959,320.99525355566,200.68832568228,441.302181429039
IN_0000073,1960,267.719147907664,147.412220479699,388.026075335628
IN_0000073,1961,373.510937959534,253.204011981663,493.817863937405
IN_0000073,1962,377.070794834957,256.76387357801,497.377716091904
IN_0000073,1963,190.921255620965,70.6143497334566,311.228161508474
IN_0000073,1964,313.304884280691,192.998028429928,433.611740131454
IN_0000073,1965,175.115914409893,54.8092214588691,295.422607360917
IN_0000073,1966,205.88774967532,85.5815870621052,326.193912288534
IN_0000073,1967,300.432575637243,180.128139607637,420.737011666848
IN_0000073,1968,281.06119064894,160.762375855428,401.360005442452
IN_0000073,1969,235.228711103044,114.948198621788,355.509223584301
IN_0000073,1970,478.494934652584,358.274026468353,598.715842836816
IN_0000073,1971,282.380057383994,162.353401948962,402.406712819025
IN_0000073,1972,198.605616077917,79.2135591191109,317.997673036723
IN_0000073,1973,294.885857605376,175.651266737179,414.120448473572
IN_0000073,1974,134.307586135157,15.1119709362689,253.503201334045
IN_0000073,1975,403.978234014539,284.792260013947,523.164208015132
IN_0000073,1976,323.559052643189,204.375463167129,442.742642119248
IN_0000073,1977,323.987571922515,204.804572180343,443.170571664687
IN_0000073,1978,404.268026154582,285.085172262363,523.450880046801
IN_0000073,1979,258.574776331794,139.391958510352,377.757594153236
IN_0000073,1980,305.367059830843,186.184250930215,424.549868731472
IN_0000073,1981,224.225110588394,105.042303894008,343.40791728278
IN_0000073,1982,269.219097162874,150.036291014124,388.401903311625
IN_0000073,1983,313.355020827778,194.172214813971,432.537826841586
IN_0000073,1984,260.158495591962,140.975689611528,379.341301572396
IN_0000073,1985,236.504561684474,117.321755712294,355.687367656655
IN_0000073,1986,252.792862191292,133.610056221153,371.975668161431
IN_0000073,1987,128.355208016001,9.1724020463673,247.538013985636
IN_0000073,1988,249.101730189816,129.918924220307,368.284536159326
IN_0000073,1989,149.696005773129,30.5131998036501,268.878811742607
IN_0000073,1990,475.99892191706,356.816115947589,595.181727886531
IN_0000073,1991,244.220146591636,125.037340622167,363.402952561105
IN_0000073,1992,209.900412205063,90.7176062355939,329.083218174531
IN_0000073,1993,218.485333621982,99.3025276525133,337.668139591451
IN_0000073,1994,397.607192795061,278.42438682559,516.789998764532
IN_0000073,1995,258.50249123457,139.319685265092,377.685297204049
IN_0000073,1996,232.805773952105,113.622967982595,351.988579921614
IN_0000073,1997,203.08649336053,83.9036873908962,322.269299330165
IN_0000073,1998,223.709812983305,104.527007013166,342.892618953444
IN_0000073,1999,264.442503728613,145.259697756432,383.625309700793
IN_0000073,2000,185.78510086485,66.6022948844158,304.967906845284
IN_0000073,2001,239.988217147033,120.805411133225,359.17102316084
IN_0000073,2002,149.375487847237,30.1926816984866,268.558293995988
IN_0000073,2003,231.226490931106,112.043684236721,350.409297625492
IN_0000073,2004,233.687177303505,114.504368402876,352.869986204133
IN_0000073,2005,252.538094305997,133.355276484555,371.720912127439
IN_0000073,2006,371.826795077891,252.643941185673,491.00964897011
IN_0000073,2007,226.833729607925,107.650729865753,346.016729350097
IN_0000073,2008,205.024888359998,85.8412988839391,324.208477836058
IN_0000073,2009,193.312773004174,74.126799003582,312.498747004767
IN_0000073,2010,328.056446989106,208.860831790218,447.252062187994
IN_0000073,2011,237.221772650697,117.987181782501,356.456363518893
IN_0000073,2012,246.349835670356,126.95777871155,365.741892629162
IN_0000074,1200,150.555009568056,100.199949717964,200.910069418148
IN_0000074,1201,108.756470188728,58.3882316928036,159.124708684653
IN_0000074,1202,154.383373966428,104.002034077231,204.764713855625
IN_0000074,1203,143.601370902813,93.2070064177618,193.995735387864
IN_0000074,1204,112.252592673928,61.8452799383326,162.659905409523
IN_0000074,1205,132.264701733124,81.8445166431994,182.684886823048
IN_0000074,1206,119.838421771652,69.4054397775088,170.271403765795
IN_0000074,1207,149.035670856541,98.5899669651523,199.48137474793
IN_0000074,1208,111.229887883028,60.7715366611755,161.68823910488
IN_0000074,1209,108.987313289667,58.5163888668666,159.458237712467
IN_0000074,1210,105.797300085867,55.31387615727,156.280724014464
IN_0000074,1211,157.787118563727,107.291268393002,208.282968734453
IN_0000074,1212,122.90538294285,72.3971793650419,173.413586520658
IN_0000074,1213,120.66529210603,70.1448075303998,171.18577668166
IN_0000074,1214,166.000705046653,115.468011459496,216.53339863381
IN_0000074,1215,136.710549608428,86.1657185758722,187.255380640985
IN_0000074,1216,119.894625167489,69.3377278382693,170.451522496709
IN_0000074,1217,134.721590192184,84.1526973004021,185.290483083966
IN_0000074,1218,105.743307678265,55.162489546125,156.324125810406
IN_0000074,1219,146.875725272552,96.2830518130763,197.468398732027
IN_0000074,1220,116.652816151365,66.0483568710939,167.257275431635
IN_0000074,1221,92.1485216922824,41.5323456939505,142.764697690614
IN_0000074,1222,105.712841797827,55.0850177830204,156.340665812634
IN_0000074,1223,109.440453766717,58.8010500385141,160.079857494921
IN_0000074,1224,126.152349170172,75.5014336357612,176.803264704582
IN_0000074,1225,148.258590002664,97.59623017595,198.920949829379
IN_0000074,1226,105.14521595365,54.47147895783,155.81895294947
IN_0000074,1227,140.72492085201,90.0398734221433,191.409968281877
IN_0000074,1228,150.781413427949,100.085121913499,201.4777049424
IN_0000074,1229,124.291677878706,73.5842082460694,174.999147511343
IN_0000074,1230,158.801684245845,108.083102080861,209.520266410828
IN_0000074,1231,195.252569035701,144.522939546145,245.982198525257
IN_0000074,1232,149.919706644965,99.1790946630186,200.660318626911
IN_0000074,1233,169.566152355647,118.814622340358,220.317682370937
IN_0000074,1234,151.929056439958,101.166672479678,202.691440400239
IN_0000074,1235,137.877856515986,87.1046823307912,188.651030701181
IN_0000074,1236,130.755844622753,79.9719435668515,181.539745678654
IN_0000074,1237,153.897282847044,103.102717911163,204.691847782925
IN_0000074,1238,123.682834122115,72.8776679358693,174.48800030836
IN_0000074,1239,152.072952469149,101.257247303399,202.888657634899
IN_0000074,1240,160.25395507263,109.427772841817,211.080137303444
IN_0000074,1241,149.194561963104,98.3579642275724,200.031159698636
IN_0000074,1242,136.591292477308,85.7443404456115,187.438244509005
IN_0000074,1243,162.139072794513,111.281827325703,212.996318263323
IN_0000074,1244,110.215466318676,59.347987924575,161.082944712777
IN_0000074,1245,110.270824690962,59.3931735384214,161.148475843503
IN_0000074,1246,132.520398040125,81.6326339532665,183.408162126983
IN_0000074,1247,132.723472832085,81.825655294529,183.621290369642
IN_0000074,1248,112.938257820027,62.030445977099,163.846069662954
IN_0000074,1249,137.327261662264,86.4095143231963,188.245009001332
IN_0000074,1250,139.148551073019,88.220926713126,190.076175432912
IN_0000074,1251,127.60118365665,76.663740419496,178.538626893803
IN_0000074,1252,97.4208103359902,46.4736060355415,148.368014636439
IN_0000074,1253,149.964944014371,99.0080361371293,200.921851891613
IN_0000074,1254,158.969657140362,108.003102847487,209.936211433238
